TimeSlice,LimType,Attribute,Year,NI,SI,Pset_Set,Pset_PN
SUM-WK-D,UP,NCAP_AF,,0.491405516982548,0.529498967911428,,EWIN*OFF*FLO*
SUM-WK-N,UP,NCAP_AF,,0.274996374895512,0.291526211637865,,EWIN*OFF*FLO*
SUM-WK-P,UP,NCAP_AF,,0.389369487708763,0.413508296919819,,EWIN*OFF*FLO*
SUM-WE-D,UP,NCAP_AF,,0.500764683805592,0.545590167010696,,EWIN*OFF*FLO*
SUM-WE-N,UP,NCAP_AF,,0.278519153955446,0.296585261239042,,EWIN*OFF*FLO*
SUM-WE-P,UP,NCAP_AF,,0.361043347720022,0.387389754175267,,EWIN*OFF*FLO*
FAL-WK-D,UP,NCAP_AF,,0.537090120662798,0.559891116351313,,EWIN*OFF*FLO*
FAL-WK-N,UP,NCAP_AF,,0.304899981234753,0.317666729217489,,EWIN*OFF*FLO*
FAL-WK-P,UP,NCAP_AF,,0.39051229123663,0.404593263276412,,EWIN*OFF*FLO*
FAL-WE-D,UP,NCAP_AF,,0.524310244497897,0.556048152760482,,EWIN*OFF*FLO*
FAL-WE-N,UP,NCAP_AF,,0.296250703696754,0.311960968286733,,EWIN*OFF*FLO*
FAL-WE-P,UP,NCAP_AF,,0.409963095014699,0.420935343299764,,EWIN*OFF*FLO*
WIN-WK-D,UP,NCAP_AF,,0.611826717641819,0.57129161419557,,EWIN*OFF*FLO*
WIN-WK-N,UP,NCAP_AF,,0.352212047288422,0.331935447551135,,EWIN*OFF*FLO*
WIN-WK-P,UP,NCAP_AF,,0.449652373803716,0.414919309438919,,EWIN*OFF*FLO*
WIN-WE-D,UP,NCAP_AF,,0.620793485616154,0.595403159006086,,EWIN*OFF*FLO*
WIN-WE-N,UP,NCAP_AF,,0.358343654219053,0.341885281791456,,EWIN*OFF*FLO*
WIN-WE-P,UP,NCAP_AF,,0.482778924542858,0.4638268593232,,EWIN*OFF*FLO*
SPR-WK-D,UP,NCAP_AF,,0.59480136299768,0.584655497530768,,EWIN*OFF*FLO*
SPR-WK-N,UP,NCAP_AF,,0.340279380789026,0.328260683012813,,EWIN*OFF*FLO*
SPR-WK-P,UP,NCAP_AF,,0.481773315819103,0.471161568774629,,EWIN*OFF*FLO*
SPR-WE-D,UP,NCAP_AF,,0.603999992418082,0.588931385538629,,EWIN*OFF*FLO*
SPR-WE-N,UP,NCAP_AF,,0.358844943869836,0.343958363228948,,EWIN*OFF*FLO*
SPR-WE-P,UP,NCAP_AF,,0.460758532974709,0.44891891328371,,EWIN*OFF*FLO*
