TimeSlice,LimType,Attribute,Year,NI,SI,Pset_Set,Pset_PN
SUM-WK-D,LO,NCAP_AF,,0.393124413586039,0.423599174329142,,EWIN*OFF*FLO*
SUM-WK-N,LO,NCAP_AF,,0.219997099916409,0.233220969310292,,EWIN*OFF*FLO*
SUM-WK-P,LO,NCAP_AF,,0.311495590167011,0.330806637535855,,EWIN*OFF*FLO*
SUM-WE-D,LO,NCAP_AF,,0.400611747044474,0.436472133608557,,EWIN*OFF*FLO*
SUM-WE-N,LO,NCAP_AF,,0.222815323164357,0.237268208991234,,EWIN*OFF*FLO*
SUM-WE-P,LO,NCAP_AF,,0.288834678176018,0.309911803340214,,EWIN*OFF*FLO*
FAL-WK-D,LO,NCAP_AF,,0.429672096530238,0.44791289308105,,EWIN*OFF*FLO*
FAL-WK-N,LO,NCAP_AF,,0.243919984987803,0.254133383373991,,EWIN*OFF*FLO*
FAL-WK-P,LO,NCAP_AF,,0.312409832989304,0.32367461062113,,EWIN*OFF*FLO*
FAL-WE-D,LO,NCAP_AF,,0.419448195598318,0.444838522208385,,EWIN*OFF*FLO*
FAL-WE-N,LO,NCAP_AF,,0.237000562957403,0.249568774629386,,EWIN*OFF*FLO*
FAL-WE-P,LO,NCAP_AF,,0.32797047601176,0.336748274639812,,EWIN*OFF*FLO*
WIN-WK-D,LO,NCAP_AF,,0.489461374113455,0.457033291356456,,EWIN*OFF*FLO*
WIN-WK-N,LO,NCAP_AF,,0.281769637830737,0.265548358040908,,EWIN*OFF*FLO*
WIN-WK-P,LO,NCAP_AF,,0.359721899042972,0.331935447551135,,EWIN*OFF*FLO*
WIN-WE-D,LO,NCAP_AF,,0.496634788492923,0.476322527204869,,EWIN*OFF*FLO*
WIN-WE-N,LO,NCAP_AF,,0.286674923375242,0.273508225433165,,EWIN*OFF*FLO*
WIN-WE-P,LO,NCAP_AF,,0.386223139634286,0.37106148745856,,EWIN*OFF*FLO*
SPR-WK-D,LO,NCAP_AF,,0.475841090398144,0.467724398024615,,EWIN*OFF*FLO*
SPR-WK-N,LO,NCAP_AF,,0.272223504631221,0.26260854641025,,EWIN*OFF*FLO*
SPR-WK-P,LO,NCAP_AF,,0.385418652655282,0.376929255019703,,EWIN*OFF*FLO*
SPR-WE-D,LO,NCAP_AF,,0.483199993934466,0.471145108430903,,EWIN*OFF*FLO*
SPR-WE-N,LO,NCAP_AF,,0.287075955095869,0.275166690583158,,EWIN*OFF*FLO*
SPR-WE-P,LO,NCAP_AF,,0.368606826379767,0.359135130626968,,EWIN*OFF*FLO*
