TimeSlice,LimType,Attribute,Year,NI,SI,Pset_Set,Pset_PN
SUM-WK-D,UP,NCAP_AF,,0.459660974541815,0.439344467379746,,EWIN*LOWCF*
SUM-WK-N,UP,NCAP_AF,,0.264477387877651,0.241936701410805,,EWIN*LOWCF*
SUM-WK-P,UP,NCAP_AF,,0.407211216256065,0.377824839825215,,EWIN*LOWCF*
SUM-WE-D,UP,NCAP_AF,,0.47386939388253,0.540467254644398,,EWIN*LOWCF*
SUM-WE-N,UP,NCAP_AF,,0.275508136074846,0.301854542530091,,EWIN*LOWCF*
SUM-WE-P,UP,NCAP_AF,,0.420566710452242,0.424469881778945,,EWIN*LOWCF*
FAL-WK-D,UP,NCAP_AF,,0.445886137908738,0.391417092652841,,EWIN*LOWCF*
FAL-WK-N,UP,NCAP_AF,,0.26434678176018,0.234307374741978,,EWIN*LOWCF*
FAL-WK-P,UP,NCAP_AF,,0.339820791893413,0.276925783449052,,EWIN*LOWCF*
FAL-WE-D,UP,NCAP_AF,,0.410053774752593,0.374507317498498,,EWIN*LOWCF*
FAL-WE-N,UP,NCAP_AF,,0.257349096140614,0.213210733721148,,EWIN*LOWCF*
FAL-WE-P,UP,NCAP_AF,,0.332159879902421,0.287273409645337,,EWIN*LOWCF*
WIN-WK-D,UP,NCAP_AF,,0.435752362047175,0.41295136635866,,EWIN*LOWCF*
WIN-WK-N,UP,NCAP_AF,,0.253082004128354,0.268101707637455,,EWIN*LOWCF*
WIN-WK-P,UP,NCAP_AF,,0.322923625445675,0.302271533120661,,EWIN*LOWCF*
WIN-WE-D,UP,NCAP_AF,,0.464642976964238,0.474799107608265,,EWIN*LOWCF*
WIN-WE-N,UP,NCAP_AF,,0.268570713704885,0.294754488021518,,EWIN*LOWCF*
WIN-WE-P,UP,NCAP_AF,,0.376048873042681,0.383031212860449,,EWIN*LOWCF*
SPR-WK-D,UP,NCAP_AF,,0.492074475145202,0.435003981893825,,EWIN*LOWCF*
SPR-WK-N,UP,NCAP_AF,,0.286195240796068,0.255397327744523,,EWIN*LOWCF*
SPR-WK-P,UP,NCAP_AF,,0.445693375867893,0.389451116532182,,EWIN*LOWCF*
SPR-WE-D,UP,NCAP_AF,,0.518611220101181,0.499775461501864,,EWIN*LOWCF*
SPR-WE-N,UP,NCAP_AF,,0.314968706191428,0.306350159504598,,EWIN*LOWCF*
SPR-WE-P,UP,NCAP_AF,,0.418333229081962,0.405506974416714,,EWIN*LOWCF*
