TimeSlice,Attribute,Cset_CN,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
,Demand,C_EDU-OTH,0.022399270542,0.0241472252939104,0.0251674911216782,0.0261297229235183,0.0274347207860826,0.028527623925597,0.0293894857324803,0.0300962512414839,0.0307171640684351,0.0312892072120132
,Demand,C_EDU-LT,0.021183280584752,0.0228363440579459,0.0238012226802258,0.0247112177717058,0.0259453711711821,0.0269789438410099,0.0277940177268428,0.0284624150327629,0.0290496203440839,0.0295906089621854
,Demand,C_EDU-SH,0.3375607039904,0.363902670595601,0.379278245011423,0.3937792370782,0.413445770252445,0.429916000944827,0.442904400621881,0.453555473491779,0.462912732273457,0.471533516860929
,Demand,C_EDU-WH,0.027142494324,0.0292605924041753,0.0304969076398537,0.0316628996828021,0.0332442412274325,0.0345685753036396,0.0356129432064933,0.036469371936195,0.0372217679952372,0.0379149458265661
,Demand,C_EDU-MPM,0.0206960575096,0.0223110999281414,0.0232537859949475,0.024142850871909,0.0253486182991514,0.0263584184256958,0.0271547453188925,0.0278077692462884,0.0283814686241737,0.0289100143094122
,Demand,C_EDU-MPS,0.002212878778,0.00238556350753858,0.00248635806662713,0.00258141930220693,0.00271034323613544,0.00281831381309269,0.00290345925113026,0.00297328234617096,0.00303462384455467,0.00309113738726807
,Demand,C_EDU-RF,0.000802480932,0.00086510352302486,0.00090165577908247,0.000936128896039242,0.000982882021282535,0.00102203659680047,0.00105291383741176,0.00107823456575009,0.00110047951801888,0.00112097365483204
,Demand,C_EDU-SC,0.09959547829,0.107367534492427,0.111904015397417,0.116182455463151,0.121984960774465,0.126844414152667,0.130676571932782,0.13381911395334,0.136579923054719,0.139123439388447
,Demand,C_HLTH-OTH,0.05666747697,0.0610895935502143,0.0636707441367882,0.0661050755748739,0.0694065641739823,0.0721714784765597,0.0743518858251517,0.0761399180795753,0.0777107533108235,0.0791579540847851
,Demand,C_HLTH-LT,0.018326656053524,0.0197567993019534,0.0205915613480479,0.0213788410607074,0.0224465654284699,0.0233407579380046,0.0240459168346214,0.0246241788976523,0.0251321979332463,0.0256002327257398
,Demand,C_HLTH-SH,0.2456791888564,0.264851067904953,0.276041525224261,0.28659545501071,0.300908904001512,0.312896060293547,0.322349114098329,0.330101044083643,0.336911326560917,0.343185597646737
,Demand,C_HLTH-WH,0.1481772796686,0.159740476766301,0.166489813295542,0.172855238925807,0.181488155470367,0.188718007614475,0.194419458371755,0.199094904846291,0.203202412429471,0.206986633737461
