TechName,Comm-IN,Comm-OUT,PRC_RESID,*Delivered energy 2018,EFF,LIFE,INVCOST,FIXOM,CAP2ACT,ACT_BND,AFA
*Technology Name,Input Commodity,Output Commodity,Existing Installed Capacity,*Energy from EEUD,Efficiency,Lifetime,CAPEX,FIXED O&M,Capacity to activity factor,Actual end-use in 2018,Annual utilisation factor
*Units,,,GW,*PJ,%,Years,NZD/kW,NZD/kW/yr,,End-use PJ,%
ADCF-MoTP-Stat-VacP_ELC00,AGRELC,ADCF-MoTP-Stat,0.032999423702659,0.279985354035092,0.84,25,410.6135299,14.4455571730976,31.536,0.235187697389477,0.225996460682432
ADCF-MoTP-Stat-VPVSD_ELC00,AGRELC,ADCF-MoTP-Stat,0.0517848099230034,0.386646441286553,0.954545454545454,25,643.4135299,14.4455571730976,31.536,0.369071603046255,0.225996460682432
ADCF-IRG-Irg_ELC00,AGRELC,ADCF-IRG,0.020534543987174,0.150612915910158,0.7,20,6000,917.193226334835,31.536,0.105429041137111,0.16280531798484
ADCF-IRG-IrgVSD_ELC00,AGRELC,ADCF-IRG,0.00812825699492304,0.0502043053033861,0.83125,20,6257.142857,917.193226334835,31.536,0.0417323287834397,0.16280531798484
ADCF-WH-Cylinder_ELC00,AGRELC,ADCF-WH,0.0483439539297481,0.414445136078115,0.831348973571429,20,518.5169082,18.2416435324007,31.536,0.344548538480212,0.225996460682432
ADCF-WH-Hreco_ELC00,AGRELC,ADCF-WH,0.124743738054696,0.254014760822073,3.5,20,1525.071957,53.6526746794648,31.536,0.889051662877257,0.225996460682432
ADCF-MoTP-Mob-Trac-_DSL00,AGRDSL,ADCF-MoTP-Mob-Trac,2.33544895220405,1.91954708400333,0.111111111111111,15,965.2940818,38.6117632705539,1,0.213283009333704,0.091324200913242
ADCF-MoTP-Mob-MTr-_DSL00,AGRDSL,ADCF-MoTP-Mob-MTr,3.00663530178073,0.548442024000952,0.125162986403551,22,264,70.3961418851545,1,0.0686446415931673,0.0228310502283105
ADCF-MoTP-Mob-Uti-_DSL00,AGRDSL,ADCF-MoTP-Mob-Uti,0.690625618723199,0.274221012000476,0.23,22,1851.866667,11.8798116559935,1,0.0630708327601095,0.091324200913242
ADCF-MoTP-Mob-Bike-_PET00,AGRPET,ADCF-MoTP-Mob-Bike,0.157407412406,0.393518531015,0.1,10,363,34.7504569685094,1,0.0393518531015,0.25
ADCF-PUMP-Pump_ELC00,AGRELC,ADCF-PUMP,0.0745421960512781,0.758948641286314,0.7,25,886.90625,31.2017359567491,31.536,0.531264048900419,0.225996460682432
ADCF-RFGR-RF_ELC00,AGRELC,ADCF-RFGR,0.128702546186633,0.310769795120167,2.95159375,15,1637.345771,57.6025148162404,31.536,0.917266184965466,0.225996460682432
ADCF-RFGR-HRECSys_ELC00,AGRELC,ADCF-RFGR,0.15261548499119,0.310769795120167,3.5,15,2395.570066,84.2771653241708,31.536,1.08769428292058,0.225996460682432
ADCF-LIG-LT_ELC00,AGRELC,ADCF-LIG,0.000984942681220324,0.0292487937749148,0.24,3.42465753424658,365.1304348,0,31.536,0.00701971050597955,0.225996460682432
ALIVE-IRG-Irg_ELC00,AGRELC,ALIVE-IRG,0.0061855441020537,0.0453685669515275,0.7,20,6000,917.193226334835,31.536,0.0317579968660693,0.16280531798484
ALIVE-IRG-IrgVSD_ELC00,AGRELC,ALIVE-IRG,0.00244844454039626,0.0151228556505092,0.83125,20,6257.142857,917.193226334835,31.536,0.0125708737594858,0.16280531798484
ALIVE-MoTP-Mob-Trac-_DSL00,AGRDSL,ALIVE-MoTP-Mob-Trac,0.983313535638103,0.808202906003921,0.111111111111111,15,965.2940818,38.6117632705539,1,0.0898003228893245,0.091324200913242
ALIVE-MoTP-Mob-MTr-_DSL00,AGRDSL,ALIVE-MoTP-Mob-MTr,0.246148917383,0.0449001614446623,0.125162986403551,22,264.0430374,70.3961418851545,1,0.00561983829641552,0.0228310502283105
ALIVE-MoTP-Mob-Uti-_DSL00,AGRDSL,ALIVE-MoTP-Mob-Uti,0.113081056598382,0.0449001614446623,0.23,22,1851.866667,11.8798116559935,1,0.0103270371322723,0.091324200913242
ALIVE-MoTP-Mob-Bike-_PET00,AGRPET,ALIVE-MoTP-Mob-Bike,0.0661583567372035,0.165395891843009,0.1,10,363.4257824,34.7504569685094,1,0.0165395891843009,0.25
ALIVE-LIG-LT_ELC00,AGRELC,ALIVE-LIG,0.00352302677973347,0.104619574020548,0.24,3.42465753424658,365.1304348,0,31.536,0.0251086977649315,0.225996460682432
AHORT-IRG-Irg_ELC00,AGRELC,AHORT-IRG,0.0163131071729628,0.119650314144277,0.7,20,6000,917.193226334835,31.536,0.083755219900994,0.16280531798484
AHORT-IRG-IrgVSD_ELC00,AGRELC,AHORT-IRG,0.00645727158929777,0.0398834380480924,0.83125,20,6257.142857,917.193226334835,31.536,0.0331531078774768,0.16280531798484
AHORT-MoTP-Mob-Trac-_DSL00,AGRDSL,AHORT-MoTP-Mob-Trac,1.74349711288797,0.967282644821409,0.111111111111111,12,965.2940818,62.4028497301881,1,0.107475849424601,0.0616438356164384
AHORT-MoTP-Mob-MTr-_DSL00,AGRDSL,AHORT-MoTP-Mob-MTr,0.294598762337288,0.0537379247123005,0.125162986403551,22,264.0430374,70.3961418851545,1,0.00672599914012072,0.0228310502283105
AHORT-MoTP-Mob-Uti-_DSL00,AGRDSL,AHORT-MoTP-Mob-Uti,0.135338963387929,0.0537379247123005,0.23,22,1851.866667,11.8798116559935,1,0.0123597226838291,0.091324200913242
AHORT-MoTP-Stat-Motor_DSL00,AGRDSL,AHORT-MoTP-Stat,0.0242164003289335,0.172514764620173,0.328290155440415,20,2400,,31.536,0.0566348988929232,0.0741596950216601
AHORT-LIG-LT_ELC00,AGRELC,AHORT-LIG,0.000260062391999527,0.00772279587151295,0.24,3.42465753424658,365.1304348,,31.536,0.00185347100916311,0.225996460682432
