TimeSlice,Attribute,Cset_CN,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
,Demand,C_EDU-OTH,0.0797210401563,0.0866064830042213,0.0937635216707097,0.101113357401113,0.105859404656235,0.107846153921177,0.108959853357282,0.109506961838402,0.109746543395091,0.109810222404398
,Demand,C_EDU-LT,0.073444216262166,0.0797875348213827,0.0863810651439637,0.0931522126831424,0.0975245806340906,0.0993549034997609,0.100380915981234,0.100884947959837,0.101105666099331,0.101164331351588
,Demand,C_EDU-SH,1.75198966863856,1.90330762322004,2.06059430409062,2.22211799019168,2.32641951136529,2.3700813123093,2.39455653117498,2.40658006228631,2.41184522705702,2.4132446689885
,Demand,C_EDU-WH,0.1292460397986,0.140408917485703,0.152012114113789,0.163927878878804,0.171622306989864,0.174843281955358,0.176648843465348,0.17753583144727,0.177924247947482,0.17802748618616
,Demand,C_EDU-MPM,0.07365915013644,0.0800210323634725,0.0866338585964669,0.0934248218413327,0.0978099854899039,0.0996456647798744,0.100674679878149,0.10118018690205,0.101401550971303,0.101460387906921
,Demand,C_EDU-MPS,0.0078758367417,0.00855606649858995,0.00926312787135658,0.00998923613810116,0.0104581097663987,0.0106543855905311,0.0107644106845451,0.0108184608709056,0.0108421297194694,0.0108484207247071
,Demand,C_EDU-RF,0.0028561025898,0.00310278189944413,0.00335919145745516,0.00362250820323584,0.0037925410807559,0.00386371877374333,0.00390361840171461,0.00392321922411689,0.00393180252286946,0.00393408390032066
,Demand,C_EDU-SC,0.3544693613685,0.385084598252725,0.416907451045738,0.449587551210154,0.470690240490795,0.479524065811721,0.484475987250513,0.48690863481158,0.48797390341857,0.488257043951076
,Demand,C_HLTH-OTH,0.1601945983575,0.174030478438514,0.188412113855706,0.203181163287538,0.212718057592096,0.216710309824511,0.21894822134082,0.220047602673767,0.220529027291062,0.220656986400725
,Demand,C_HLTH-LT,0.0504687468425175,0.0548276923769593,0.0593585762175733,0.0640115134858845,0.0670160786163918,0.0682738236921627,0.0689788698730613,0.0693252261094439,0.0694768972480662,0.0695172103171583
,Demand,C_HLTH-SH,1.9829550314479,2.15422128076255,2.33224311547715,2.51506052118765,2.63311214552149,2.6825298957593,2.71023169061817,2.72384028771196,2.72979956085173,2.73138349166418
,Demand,C_HLTH-WH,0.470905723287295,0.511577476165791,0.553853523533338,0.597268407532373,0.625302924029489,0.637038490923294,0.643617023233657,0.646848748691746,0.648263937530446,0.648640084277621
,Demand,C_HLTH-PH,0.2155526700768,0.234169782794105,0.253521246239387,0.273394001451914,0.286226537958544,0.291598383433613,0.294609644785006,0.296088936747277,0.296736726140694,0.296908903779836
,Demand,C_HLTH-MPM,0.009041435651472,0.00982233725937016,0.0106340414773694,0.0114676114693695,0.0120058769106118,0.0122312009354786,0.0123575093951636,0.0124195588380299,0.0124467306012663,0.0124539526553673
