TimeSlice,Attribute,Cset_CN,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
,Demand,R_DDW-SH,17.7887064228043,18.7702799150954,19.7502697665699,20.7029978212977,21.2769303843868,21.4720674558371,21.6098112709784,21.6901618298109,21.7202932893731,21.7217281207808
,Demand,R_DDW-WH,13.8356857709522,14.5991332121347,15.3613489304369,16.1023609903968,16.5487537976016,16.7005273520512,16.8076616257803,16.870156618789,16.8935922411673,16.8947082231853
,Demand,R_DDW-CK,1.75920812349591,1.85628050303854,1.9531962689566,2.04741598867782,2.10417485597975,2.12347287086241,2.13709499901488,2.14504124043715,2.1480210809705,2.14816297813876
,Demand,R_DDW-RF,5.12677557064828,5.40966893464371,5.69210588709024,5.96668588185524,6.13209551725585,6.18833479329205,6.2280331057882,6.25119045474428,6.25987446060281,6.26028798469132
,Demand,R_DDW-CD,0.149026691028852,0.157249922447763,0.165459886755223,0.173441462597321,0.178249640815453,0.179884421409618,0.18103838418197,0.181711529132508,0.18196395848896,0.181975978934505
,Demand,R_DDW-SC,1.05781407336888,1.11618381816721,1.17445939099467,1.23111382782839,1.26524300664389,1.27684692744116,1.28503793035688,1.28981601539105,1.29160779727886,1.2916931202259
,Demand,R_DDW-CW,0.482344579861601,0.508960155074845,0.535532789528588,0.561366214531933,0.576928518750816,0.582219702185236,0.585954655197768,0.588133377788412,0.588950398759903,0.58898930452045
,Demand,R_DDW-DW,0.160193146552814,0.169032538387477,0.177857669016216,0.186437298207259,0.191605749527165,0.193363022975933,0.19460345129271,0.195327034477497,0.195598378171792,0.195611299300092
,Demand,R_DDW-LT,2.36009353542796,2.49032252446418,2.62034140601056,2.74674336405859,2.82288912191885,2.84877867959134,2.8670536614778,2.87771406757823,2.8817117198659,2.88190208426055
,Demand,R_DDW-OTH,1.86230257372661,1.96506366256285,2.06765895978398,2.16740021506192,2.22748530860284,2.24791424040676,2.26233466285658,2.27074657595231,2.27390104336321,2.27405125609706
,Demand,R_DDW-MPS,0.147688622559537,0.155838019911533,0.163974269273716,0.171884180805911,0.176649187753017,0.178269290115033,0.179412891782338,0.180079992754933,0.180330155619656,0.180342068137024
,Demand,R_DDW-MPM,3.70424878091685e-05,3.90864770266973e-05,4.11271685341932e-05,4.3111091171056e-05,4.43062252896481e-05,4.47125708899693e-05,4.49994030784314e-05,4.51667218550343e-05,4.52294663962604e-05,4.52324542315569e-05
,Demand,R_DDW-UNAL,0.08748,0.08748,0.08748,0.08748,0.08748,0.08748,0.08748,0.08748,0.08748,0.08748
,Demand,R_JDW-SH,2.43433478858223,2.77785597161512,3.12082292801996,3.4542490759743,3.65510820124799,3.72340030384105,3.77160649390674,3.79972677144506,3.81027187552193,3.81077402333511
,Demand,R_JDW-WH,3.17513651954228,3.62319594776881,4.07053249054216,4.50542482495139,4.76740815893285,4.85648249248655,4.9193584926421,4.95603615939951,4.96979028443353,4.97044524276849
,Demand,R_JDW-CK,0.386128088000887,0.440616557793304,0.495017117545898,0.547904338154568,0.579764109605575,0.590596431898917,0.598242777047158,0.602703145050299,0.604375783051477,0.604455432480105
,Demand,R_JDW-RF,1.1253897594106,1.28419914887464,1.44275232010013,1.59689478817292,1.68975169665051,1.72132304553289,1.74360870356751,1.75660867075438,1.76148365844945,1.76171580072064
,Demand,R_JDW-CD,0.0327131760795041,0.0373294963162697,0.0419383687223767,0.0464190294510079,0.0491182226610267,0.0500359483524331,0.0506837547228376,0.0510616417722402,0.0512033494157662,0.0512100973987913
,Demand,R_JDW-SC,0.232203089276096,0.264970431018139,0.297684906927677,0.329489316889512,0.348648599999051,0.355162756256294,0.359760984202584,0.362443283837919,0.36344914620117,0.363497044408944
,Demand,R_JDW-CW,0.105880517530595,0.12082184803815,0.135739072657524,0.15024132323917,0.158977618770282,0.161947959250861,0.164044670178328,0.165267751552683,0.165726407068067,0.165748247806894
,Demand,R_JDW-DW,0.0351643492433007,0.0401265668106205,0.0450807784870496,0.0498971716834609,0.052798613368046,0.053785103540805,0.0544814495451054,0.0548876513809473,0.0550399770693881,0.0550472306735995
,Demand,R_JDW-LT,0.101007918489185,0.11526165212428,0.129492389219073,0.14332724929366,0.151661502350641,0.154495148390014,0.156495369123689,0.157662164551666,0.158099712837158,0.1581205484698
,Demand,R_JDW-OTH,0.408798125939988,0.466485678409434,0.524080159536369,0.580072451583638,0.613802747997655,0.625271048778421,0.633366319917785,0.638088561415748,0.639859401977484,0.639943727718519
,Demand,R_JDW-MPS,0.0324194537325813,0.0369943253368205,0.0415618159823642,0.0460022461267873,0.0486772040451145,0.0495866897373458,0.0502286796377443,0.0506031737463101,0.0507436090370223,0.0507502964318181
,Demand,R_JDW-MPM,8.1312778117687e-06,9.27872317818632e-06,1.04243172911508e-05,1.15380427538279e-05,1.22089617072478e-05,1.24370741514106e-05,1.25980947002314e-05,1.26920233537102e-05,1.27272465987647e-05,1.27289238961483e-05
,Demand,R_JDW-UNAL,0.02052,0.02052,0.02052,0.02052,0.02052,0.02052,0.02052,0.02052,0.02052,0.02052
