TimeSlice,Attribute,Cset_CN,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
,Demand,ADCF-MoTP-Stat,0.604259,0.596501,0.593595,0.570768,0.548819,0.53432,0.526701,0.519191,0.511788,0.50449
,Demand,ADCF-IRG,0.147161,0.143098,0.139567,0.13087,0.122715,0.116509,0.111998,0.107662,0.103493,0.099486
,Demand,ADCF-WH,1.2336,1.217762,1.211829,1.165227,1.120418,1.090819,1.075265,1.059932,1.044818,1.02992
,Demand,ADCF-MoTP-Mob-Trac,0.213283,0.208966,0.205871,0.195486,0.185624,0.178467,0.173729,0.169116,0.164626,0.160255
,Demand,ADCF-MoTP-Mob-MTr,0.068645,0.067255,0.066259,0.062917,0.059743,0.057439,0.055914,0.05443,0.052985,0.051578
,Demand,ADCF-MoTP-Mob-Uti,0.063071,0.061794,0.060879,0.057808,0.054892,0.052775,0.051374,0.05001,0.048682,0.04739
,Demand,ADCF-MoTP-Mob-Bike,0.039352,0.038555,0.037984,0.036068,0.034249,0.032928,0.032054,0.031203,0.030374,0.029568
,Demand,ADCF-PUMP,0.531264,0.524443,0.521888,0.501819,0.482521,0.469774,0.463075,0.456472,0.449963,0.443547
,Demand,ADCF-RFGR,2.00496,1.979219,1.969576,1.893835,1.821006,1.7729,1.747619,1.7227,1.698135,1.673921
,Demand,ADCF-LIG,0.00702,0.00693,0.006896,0.006631,0.006376,0.006207,0.006119,0.006031,0.005945,0.005861
,Demand,ALIVE-IRG,0.044329,0.042616,0.042173,0.037167,0.032756,0.03013,0.028916,0.02775,0.026631,0.025558
,Demand,ALIVE-MoTP-Mob-Trac,0.0898,0.086984,0.08695,0.0776,0.069256,0.06451,0.062693,0.060928,0.059212,0.057544
,Demand,ALIVE-MoTP-Mob-MTr,0.00562,0.005444,0.005441,0.004856,0.004334,0.004037,0.003923,0.003813,0.003706,0.003601
,Demand,ALIVE-MoTP-Mob-Uti,0.010327,0.010003,0.009999,0.008924,0.007964,0.007419,0.00721,0.007007,0.006809,0.006618
,Demand,ALIVE-MoTP-Mob-Bike,0.01654,0.016021,0.016015,0.014293,0.012756,0.011882,0.011547,0.011222,0.010906,0.010599
,Demand,ALIVE-LIG,0.025109,0.024505,0.024743,0.022361,0.020208,0.019061,0.018758,0.01846,0.018167,0.017878
,Demand,AHORT-IRG,0.116908,0.115091,0.112956,0.103135,0.100504,0.097956,0.095486,0.093094,0.089655,0.086343
,Demand,AHORT-MoTP-Mob-Trac,0.107476,0.106606,0.105687,0.09772,0.096432,0.095177,0.093952,0.092757,0.090462,0.088223
,Demand,AHORT-MoTP-Mob-MTr,0.006726,0.006672,0.006614,0.006115,0.006035,0.005956,0.00588,0.005805,0.005661,0.005521
,Demand,AHORT-MoTP-Mob-Uti,0.01236,0.01226,0.012154,0.011238,0.01109,0.010945,0.010804,0.010667,0.010403,0.010146
,Demand,AHORT-MoTP-Stat,0.056635,0.056177,0.055692,0.051494,0.050816,0.050154,0.049508,0.048879,0.047669,0.046489
,Demand,AHORT-LIG,0.001853,0.001852,0.001855,0.001737,0.001736,0.001735,0.001734,0.001733,0.001712,0.001691
,Demand,AINDC-SH,2.153382,2.270397,2.371286,2.450979,2.471615,2.437398,2.395627,2.34689,2.292663,2.236096
,Demand,AINDC-LIG,0.001854,0.00197,0.002078,0.002175,0.002221,0.002218,0.002207,0.00219,0.002166,0.002139
,Demand,AFORE-MoTP-Stat,0.152166,0.154958,0.165538,0.175716,0.188374,0.203499,0.22093,0.240448,0.237458,0.234504
,Demand,AFORE-MoTP-Mob-GB,0.065501,0.066703,0.071257,0.075638,0.081087,0.087598,0.095101,0.103503,0.102216,0.100944
,Demand,AFORE-MoTP-Mob-CY,0.051523,0.052469,0.056051,0.059497,0.063783,0.068905,0.074807,0.081416,0.080403,0.079403
,Demand,AFORE-LIG,0.005937,0.006,0.006346,0.006652,0.007042,0.007513,0.008055,0.008657,0.008443,0.008234
,Demand,AFISH-BOAT,0.155978,0.15258,0.148351,0.143156,0.13804,0.133007,0.128158,0.123485,0.118983,0.114645
,Demand,AFISH-RFGR,0.074651,0.074134,0.073543,0.072773,0.071958,0.071099,0.070249,0.06941,0.068581,0.067762
,Demand,AFISH-LIG,0.000911,0.000904,0.000897,0.000888,0.000878,0.000867,0.000857,0.000847,0.000837,0.000827
,Demand,AOTH-ELC,0.011645,0.011472,0.011244,0.010966,0.010694,0.01043,0.010171,0.00992,0.009674,0.009435
,Demand,AOTH-NGA,0.000621,0.000612,0.0006,0.000585,0.00057,0.000556,0.000542,0.000529,0.000516,0.000503
,Demand,AOTH-FOL,0.015942,0.015704,0.015393,0.015012,0.01464,0.014278,0.013924,0.01358,0.013244,0.012916
,Demand,AOTH-LPG,0.055428,0.054601,0.053517,0.052192,0.0509,0.049641,0.048412,0.047214,0.046045,0.044905
,Demand,AOTH-PET,0.006942,0.006839,0.006703,0.006537,0.006375,0.006218,0.006064,0.005914,0.005767,0.005624
