TimeSlice,Attribute,Cset_CN,Cset_SET,Year,NI,SI
\I:,COM_FR,R*SH,DEM,2020,0.0421907802102605,0.0421907802102605
\I:,COM_FR,R*SH,DEM,2020,0.019906528015326,0.019906528015326
\I:,COM_FR,R*SH,DEM,2020,0.00425778515883362,0.00425778515883362
\I:,COM_FR,R*SH,DEM,2020,0.016817303999894,0.016817303999894
\I:,COM_FR,R*SH,DEM,2020,0.00793476990820688,0.00793476990820688
\I:,COM_FR,R*SH,DEM,2020,0.00169715911925536,0.00169715911925536
\I:,COM_FR,R*SH,DEM,2020,0.106761073516268,0.106761073516268
\I:,COM_FR,R*SH,DEM,2020,0.0503721972029574,0.0503721972029574
\I:,COM_FR,R*SH,DEM,2020,0.0107740532906326,0.0107740532906326
\I:,COM_FR,R*SH,DEM,2020,0.0425551132197712,0.0425551132197712
\I:,COM_FR,R*SH,DEM,2020,0.0200784282557243,0.0200784282557243
\I:,COM_FR,R*SH,DEM,2020,0.00429455271025214,0.00429455271025214
\I:,COM_FR,R*SH,DEM,2020,0.135416693456217,0.135416693456217
\I:,COM_FR,R*SH,DEM,2020,0.0958451843449021,0.0958451843449021
\I:,COM_FR,R*SH,DEM,2020,0.0405554033485542,0.0405554033485542
\I:,COM_FR,R*SH,DEM,2020,0.0519842764126179,0.0519842764126179
\I:,COM_FR,R*SH,DEM,2020,0.0382040245290869,0.0382040245290869
\I:,COM_FR,R*SH,DEM,2020,0.0181584474885845,0.0181584474885845
\I:,COM_FR,R*SH,DEM,2020,0.132838491675804,0.132838491675804
\I:,COM_FR,R*SH,DEM,2020,0.0626760904368147,0.0626760904368147
\I:,COM_FR,R*SH,DEM,2020,0.0134057193434298,0.0134057193434298
\I:,COM_FR,R*SH,DEM,2020,0.0529496085700759,0.0529496085700759
\I:,COM_FR,R*SH,DEM,2020,0.0249827773069821,0.0249827773069821
\I:,COM_FR,R*SH,DEM,2020,0.00534353847954894,0.00534353847954894
\I:,COM_FR,R*SC,DEM,2020,0.146128125,0.146128125
\I:,COM_FR,R*SC,DEM,2020,0.017875,0.017875
\I:,COM_FR,R*SC,DEM,2020,0.014746875,0.014746875
\I:,COM_FR,R*SC,DEM,2020,0.058246875,0.058246875
\I:,COM_FR,R*SC,DEM,2020,0.007125,0.007125
\I:,COM_FR,R*SC,DEM,2020,0.005878125,0.005878125
\I:,COM_FR,R*SC,DEM,2020,0.146128125,0.146128125
\I:,COM_FR,R*SC,DEM,2020,0.017875,0.017875
\I:,COM_FR,R*SC,DEM,2020,0.014746875,0.014746875
\I:,COM_FR,R*SC,DEM,2020,0.058246875,0.058246875
