TimeSlice,Attribute,Cset_CN,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
,Demand,C_EDU-OTH,0.022399270542,0.0243338777278783,0.0263447953608635,0.0284098833055488,0.0297433831728884,0.0303016013571633,0.030614518184677,0.0307682395969968,0.0308355549769094,0.0308534469080047
,Demand,C_EDU-LT,0.021183280584752,0.0230128636849201,0.024914614564373,0.0268675950099832,0.028128703124938,0.0286566172997694,0.0289525468008879,0.0290979231336997,0.029161584161307,0.029178504792534
,Demand,C_EDU-SH,0.3375607039904,0.366715553581839,0.397020414205956,0.428141630368017,0.448237693458386,0.456650133627397,0.461365841863873,0.463682448918722,0.464696902804176,0.464966537158784
,Demand,C_EDU-WH,0.027142494324,0.0294867699763437,0.0319235154202183,0.0344259021703619,0.0360417812460869,0.0367182065729664,0.0370973860287772,0.0372836591734112,0.03736522912069,0.0373869098105718
,Demand,C_EDU-MPM,0.0206960575096,0.0224835595401838,0.0243415694651631,0.0262496306578457,0.0274817328324123,0.0279975047912802,0.0282866278073981,0.0284286604322491,0.0284908572333163,0.028507388683937
,Demand,C_EDU-MPS,0.002212878778,0.00240400335847993,0.00260266683486392,0.0028066819289684,0.00293842164573143,0.00299356938686699,0.00302448320638561,0.00303966972107183,0.0030463199722647,0.00304808755994324
,Demand,C_EDU-RF,0.000802480932,0.000871790572002181,0.000943834125977183,0.00101781839682233,0.00106559264082541,0.00108559148176696,0.00109680210520717,0.0011023093605437,0.00110472101536562,0.00110536201541577
,Demand,C_EDU-SC,0.09959547829,0.108197460556321,0.117138747420259,0.126320895614603,0.13225013142781,0.134732176856422,0.136123521321983,0.136807023829563,0.137106333016712,0.137185887189319
,Demand,C_HLTH-OTH,0.05666747697,0.0615618018966172,0.0666491831326306,0.0718736087819862,0.0752472040461835,0.0766594293256773,0.0774510714947117,0.0778399682927612,0.0780102681573826,0.0780555326043382
,Demand,C_HLTH-LT,0.018326656053524,0.0199095147643819,0.0215548092279933,0.0232444248077312,0.0243354689723315,0.0247921924467342,0.0250482150283826,0.0251739869568195,0.0252290631171103,0.0252437019539735
,Demand,C_HLTH-SH,0.2456791888564,0.266898305045525,0.288954407810233,0.311604660201984,0.326230724257678,0.332353360727486,0.335785488225519,0.337471532055285,0.338209859131761,0.33840610101876
,Demand,C_HLTH-WH,0.1481772796686,0.160975233490054,0.174278001717915,0.187939121322061,0.196760586396574,0.200453351830712,0.202523381931762,0.203540290971798,0.203985600557063,0.204103960557793
,Demand,C_HLTH-PH,0.0762499241088,0.082835569423765,0.0896809850642729,0.0967108032346906,0.101250203903703,0.10315044856155,0.104215656658642,0.104738943611282,0.10496809360079,0.105028999976541
,Demand,C_HLTH-MPM,0.003198330978752,0.00347456828222618,0.00376170174709664,0.00405657004358647,0.00424697686633888,0.00432668332411488,0.00437136386767692,0.00439331333045957,0.00440292511065201,0.00440547985087824
,Demand,C_HLTH-MPS,0.0159320527392,0.0173080914658743,0.0187384079452809,0.0202072544411577,0.0211557402489582,0.0215527871766772,0.0217753572550011,0.0218846955320504,0.0219325753137118,0.0219453014062549
,Demand,C_HLTH-RF,0.031458638016,0.0341756955670296,0.0369999272658904,0.0399002384167044,0.0417730712637545,0.0425570603566192,0.0429965361505925,0.0432124300680488,0.043306971100785,0.0433320994094359
,Demand,C_HLTH-SC,0.19384455363,0.210586753591056,0.227989348475645,0.245860736300245,0.257400919542615,0.262231771268613,0.264939771184904,0.266270084977875,0.266852636081363,0.267007473864596
,Demand,C_OFFC-OTH,0.477497765016,0.518738867296926,0.561606722014841,0.605629355533186,0.634056317255438,0.645956166176087,0.652626789020412,0.65590375425373,0.657338753817629,0.657720166109329
,Demand,C_OFFC-LT,0.123287127019706,0.13393533814834,0.145003567231031,0.15636995343838,0.163709628505798,0.166782099819556,0.168504415579257,0.169350508814784,0.169721017299785,0.169819495720207
,Demand,C_OFFC-SH,1.466192478702,1.59282635724099,1.72445530039089,1.85963007792119,1.94691718274799,1.98345655583712,2.00393920048841,2.01400136649226,2.01840763961368,2.01957879448465
,Demand,C_OFFC-WH,0.1728215026411,0.187747958404775,0.203263187187264,0.21919636684226,0.229484980947492,0.233791911623073,0.236206220438675,0.237392257520347,0.237911629126022,0.238049674265092
