TimeSlice,Attribute,Cset_CN,*2015,*2016,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
\I:,Demand,AGR,24.184,24.861152,24.861152,27.0085079495127,24.4135520261027,22.067917400153,24.967822987925,28.2487999865377,32.7481014544793,37.964024998724,44.0107099370978,51.0204750216148
\I:,Demand,CCK,0.51,0.52428,0.52428,0.556320741173263,0.635590606287141,0.726155594969341,0.82157840398479,0.929540553801963,1.07759226503308,1.24922477551906,1.44819389523249,1.67885363730255
\I:,Demand,CCL,6.6,6.7848,6.7848,7.19944488577163,8.22529019901006,9.39730769960323,10.6321911103914,12.0293483433195,13.945311665134,16.1664382714232,18.7413327618322,21.7263411886213
\I:,Demand,CH,14.76,15.17328,15.17328,16.1005767445438,18.3947398996043,21.0157972191127,23.777445574148,26.9019972041509,31.1867879056632,36.1540346797282,41.912435085552,48.5879993854621
\I:,Demand,CHW,4.06,4.17368,4.17368,4.42874942973225,5.05979972848194,5.78076806975593,6.54040847093774,7.39987185967837,8.57847960006726,9.94480899726941,11.5287592443998,13.3649917008791
\I:,Demand,CL,1.62,1.66536,1.66536,1.76713647196213,2.01893486702974,2.30661188990261,2.60971963618698,2.95265822972388,3.42294013598743,3.96812575753114,4.6001453142679,5.3328292008434
\I:,Demand,CMotS,1.97,2.02516,2.02516,2.14892521590456,2.45512449879543,2.80495396488157,3.17354795264713,3.59057821762719,4.1624642394415,4.8254368779854,5.59400386981961,6.48498365781574
\I:,Demand,CMotT,0.52,0.53456,0.53456,0.567228991000189,0.648053167194732,0.740393939968739,0.83768778445508,0.947766839170629,1.09872152513177,1.27371937896061,1.47658985396254,1.71177233607319
\I:,Demand,COTH,2.54,2.61112,2.61112,2.77069545603939,3.16549047052811,3.6165396298473,4.09178263945366,4.62947648364115,5.36683206506671,6.22162927415377,7.21257351743239,8.36134948774213
\I:,Demand,CRF,7.29,7.49412,7.49412,7.95211412382958,9.08520690163383,10.3797535045618,11.7437383628414,13.2869620337575,15.4032306119434,17.8565659088901,20.7006539142056,23.9977314037953
\I:,Demand,ICHEM,17.07,17.54796,17.54796,19.5974287610706,8.69548325262731,3.85823211394552,1.71191808581573,1.93687818208791,2.24537266157183,2.60300231370221,3.01759309761789,3.49821744485505
\I:,Demand,IFOOD,32.44,33.34832,33.34832,37.2431510843075,32.8147800275159,28.9129613607795,25.4750857372488,28.8227212272161,33.4134334694879,38.7353271545253,44.9048605297699,52.0570406222196
\I:,Demand,IMET,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53,19.53
\I:,Demand,IMETH,1.856,1.856,1.856,1.856,1.856,1.856,0,0,0,0,0,0
\I:,Demand,IOTH,25.98,26.70744,26.70744,29.8266666205398,31.3481263791695,32.9471958763121,34.6278339886172,39.1782157693347,45.4182898187211,52.652245885887,61.0383836091777,70.7602156552977
\I:,Demand,IWOD,49.73,51.12244,51.12244,57.093153619686,66.1866128113292,76.7284242979061,88.9492730504527,100.637938059933,116.666952483889,135.248973342163,156.790628371261,181.763310564009
\I:,Demand,RCD,0.22,0.223631376461148,0.223631376461148,0.23815688230574,0.246678059465204,0.253410075686929,0.259421656437726,0.267322591138774,0.274269306673028,0.282399253974106,0.297647676259461,0.312628917178114
\I:,Demand,RCK,0.52,0.528583253453623,0.528583253453623,0.562916267268114,0.583057231463208,0.598969269805469,0.61317846067099,0.631853397237102,0.648272906681703,0.667489145756978,0.703530871158726,0.738941076966451
\I:,Demand,RCL,0.22,0.223631376461148,0.223631376461148,0.23815688230574,0.246678059465204,0.253410075686929,0.259421656437726,0.267322591138774,0.274269306673028,0.282399253974106,0.297647676259461,0.312628917178114
\I:,Demand,RH,15.94,16.1021438297971,16.1021438297971,17.8086355713164,18.4458228623252,19.7071911174218,20.174699642695,20.7891394187684,21.3753802679205,21.9616211170727,23.1370711234739,24.3125211298751
\I:,Demand,RHW,11.27,11.4560255123506,11.4560255123506,12.2001275617532,12.6366442280584,12.9815070590532,13.2894639456963,13.6942072824272,14.0500685736592,14.4665436013099,15.2476786883824,16.0151268027152
\I:,Demand,RL,1.03,1.04700144434083,1.04700144434083,1.11500722170415,1.15490182385982,1.18641989980699,1.21456502786754,1.25155576760426,1.28407902669645,1.32214196178786,1.39353230248748,1.46367174860662
\I:,Demand,ROTH,3.92,3.984704526035,3.984704526035,4.24352263017501,4.39535451410726,4.51530680314892,4.62242224198131,4.76320253301815,4.88698037344668,5.03184125262952,5.30354041335039,5.57047888790093
\I:,Demand,RRF,8.08,8.21337055366399,8.21337055366399,8.74685276831992,9.05981236581293,9.30706096159268,9.52784992734922,9.81802971091497,10.0731636269003,10.3717544186853,10.9317873826202,11.4820075036325
\I:,Demand,Rmot,0.15,0.152475938496237,0.152475938496237,0.162379692481187,0.168189585999002,0.17277959705927,0.176878402116632,0.182265403049164,0.187001800004337,0.192544945891436,0.202941597449632,0.213156079894168
,Demand,T_P_Car,24.52648,25.2551069703708,26.7123609111124,26.4236960447734,26.6352802558665,27.3608560095015,28.0713121736988,29.0397435853676,29.9847967398679,31.1301037316181,33.1108857477868,35.0806786002577
,Demand,T_C_Car,5.0481172027972,5.48378229839863,6.35511248960149,6.74413105923862,7.02925214039617,7.45352801169454,7.88852916041884,8.43314819991414,9.00741016265913,9.66045261821444,10.5787877598523,11.5124080218315
,Demand,T_F_MTrk,0.579476351785286,0.599305973808361,0.638965217854511,0.632176295865301,0.648008027288933,0.660848737607669,0.666969236767972,0.672968315529555,0.678911019339791,0.689702633250148,0.718088498452517,0.745276616193816
,Demand,T_F_HTrk,0.42523616734143,0.437561853351327,0.46221322537112,0.486864597390913,0.49919028340081,0.511515969410706,0.51459739091318,0.520760233918129,0.523841655420603,0.533085919928025,0.554655870445344,0.576225820962663
,Demand,T_F_VHTrk,0.95476383265857,0.982438146648673,1.03778677462888,1.09313540260909,1.12080971659919,1.14848403058929,1.15540260908682,1.16923976608187,1.1761583445794,1.19691408007197,1.24534412955466,1.29377417903734
,Demand,T_P_Mcy,0.294756,0.297615270231991,0.303333810695972,0.309960893170267,0.312886651640459,0.313762981664661,0.310771677979796,0.307620192097124,0.308548730334145,0.31632921156076,0.331859577739379,0.346995220697418
,Demand,T_P_Bus,0.17914,0.189468564106252,0.210125692318755,0.317407832230753,0.378369325096092,0.423633085164805,0.461848100110118,0.503403301233288,0.551110710048023,0.609967085464279,0.690182196810532,0.772731150286186
,Demand,T_F_DSHIP,1.96896877687202,1.71793363506464,1.21586335144989,1.21287830456149,1.24061030229924,1.28846774576984,1.3592619740899,1.44534739230959,1.53863087244131,1.63671306051437,1.73479524858742,1.83287743666048
,Demand,T_F_ISHIP,10.97648,10.780924,10.389811,8.86565706060223,8.4321690641781,8.06966661308031,8.32329220824467,8.71052165315826,9.66120023375638,10.7156372113364,11.8851569232338,13.1823196608833
,Demand,T_O_JET,8.19216614100753,9.03240456517532,10.7128814135109,10.9987703407456,11.3518983445328,11.8394730237032,12.1406662509895,13.0786805788883,13.5764046916237,14.0930702633926,14.6293981330316,15.1861365717216
,Demand,T_O_JET_Int,32.2853297829,36.7622542537252,45.7161031953756,48.7444553109002,53.5186756400004,59.4071958431176,65.0472800638473,69.8004884574682,70.8862909555763,67.6564794765587,64.0468055979517,60.6297185286304
,Demand,T_F_Rail,1.6371604934448,1.50166815176831,1.23068346841534,1.23647096251337,1.283269221729,1.32313616341945,1.36096936080406,1.39744672865146,1.45405083821438,1.52407277558767,1.59409471296095,1.66411665033424
,Demand,T_P_Rail,0.225753648,0.235948449094017,0.256338051282051,0.426251903990612,0.815198755512019,1.21150481385008,1.39078252781945,1.51363352588012,1.6152298484856,1.73903496118915,1.9210690617521,2.10688410935389
