TimeSlice,LimType,Attribute,Year,NI,SI,Pset_Set,Pset_PN
SUM-WK-D,FX,NCAP_AF,,0.515531369237505,0.542196784887721,,ESOL*COM*
SUM-WK-N,FX,NCAP_AF,,0,0.000751356215561507,,ESOL*COM*
SUM-WK-P,FX,NCAP_AF,,0.12804064016299,0.203605608128033,,ESOL*COM*
SUM-WE-D,FX,NCAP_AF,,0.543028710827547,0.509729780446613,,ESOL*COM*
SUM-WE-N,FX,NCAP_AF,,0,0,,ESOL*COM*
SUM-WE-P,FX,NCAP_AF,,0.135635203602927,0.169787952711578,,ESOL*COM*
FAL-WK-D,FX,NCAP_AF,,0.168474023698472,0.146939749992652,,ESOL*COM*
FAL-WK-N,FX,NCAP_AF,,0,0,,ESOL*COM*
FAL-WK-P,FX,NCAP_AF,,0.00281619440795646,0.00657112028523175,,ESOL*COM*
FAL-WE-D,FX,NCAP_AF,,0.167576155626447,0.153611475990909,,ESOL*COM*
FAL-WE-N,FX,NCAP_AF,,0,0,,ESOL*COM*
FAL-WE-P,FX,NCAP_AF,,0.00299243135047226,0.0069823398177686,,ESOL*COM*
WIN-WK-D,FX,NCAP_AF,,0.0950041487021458,0.0798034849098025,,ESOL*COM*
WIN-WK-N,FX,NCAP_AF,,0,0,,ESOL*COM*
WIN-WK-P,FX,NCAP_AF,,0,0,,ESOL*COM*
WIN-WE-D,FX,NCAP_AF,,0.0926746921267469,0.0901356594657402,,ESOL*COM*
WIN-WE-N,FX,NCAP_AF,,0,0,,ESOL*COM*
WIN-WE-P,FX,NCAP_AF,,0,0,,ESOL*COM*
SPR-WK-D,FX,NCAP_AF,,0.361446457258718,0.362714690442082,,ESOL*COM*
SPR-WK-N,FX,NCAP_AF,,0,0,,ESOL*COM*
SPR-WK-P,FX,NCAP_AF,,0.0265293676111841,0.0753434040157628,,ESOL*COM*
SPR-WE-D,FX,NCAP_AF,,0.357879413387013,0.393039496105737,,ESOL*COM*
SPR-WE-N,FX,NCAP_AF,,0,0,,ESOL*COM*
SPR-WE-P,FX,NCAP_AF,,0.0286124142532474,0.0730109880944934,,ESOL*COM*
